legacy_id,source_item_code,manual_code,item_type,source_number,source_text_sha256,source_status,governance_approval_status
DGI-143,DGI-10-A03,iSAFE-DGM-10,REQUIREMENT,3,cfb12c892c2cdc2f95b99b062cb24cd1682643017931303badb7535c3afac905,SOURCE_FOUND,PENDING
DGI-144,DGI-10-A04,iSAFE-DGM-10,REQUIREMENT,4,7dae4fac6c16d48a4d7570f961f0110f9dea24a3f699577ced3fcddf7f10bab3,SOURCE_FOUND,PENDING
DGI-145,DGI-10-A05,iSAFE-DGM-10,REQUIREMENT,5,7660bbe1440261f4d4507c39e00190ed1cbda2dbab8d49ee19a7a703836c7336,SOURCE_FOUND,PENDING
DGI-146,DGI-10-E01,iSAFE-DGM-10,RISK_SIGNAL,1,26839026b3edecaee8242a54f270603b1cccaa3f5bcf9b96589c0693aa8197b6,SOURCE_FOUND,PENDING
DGI-147,DGI-10-E02,iSAFE-DGM-10,RISK_SIGNAL,2,c363a13539167815377607846d7b98596d91a9e9cfa85f33aa9dc45857abe524,SOURCE_FOUND,PENDING
DGI-148,DGI-10-E03,iSAFE-DGM-10,RISK_SIGNAL,3,0676de0664b2b41093a0795b8a97bda6dddbd2836db9614742c2a08ef4543f8d,SOURCE_FOUND,PENDING
DGI-149,DGI-10-E04,iSAFE-DGM-10,RISK_SIGNAL,4,b5df0610ea261d727ceebc62dce9be4824519503dffd8fa74bc57d50dcfe23b5,SOURCE_FOUND,PENDING
DGI-150,DGI-10-P01,iSAFE-DGM-10,CONTROL,1,73c9d02bd8cd8d8b140a41dfe3e2555ea79c2e41f51639cf0734762407e7e29b,SOURCE_FOUND,PENDING
DGI-151,DGI-10-P02,iSAFE-DGM-10,CONTROL,2,2de37549e5e915d3fff738c1a864e77dcc1f4931e4b596cd18ed9f0a81e6968d,SOURCE_FOUND,PENDING
DGI-152,DGI-10-P03,iSAFE-DGM-10,CONTROL,3,8cb1e0ceee9944b5d2300920f189ffc95f5112e81c1f73eebdee36994b250e93,SOURCE_FOUND,PENDING
DGI-153,DGI-10-P04,iSAFE-DGM-10,CONTROL,4,263ee7d350c320098a9f0bf6e6299747d5d3464abb3fd3c7531d7990e9f1b65b,SOURCE_FOUND,PENDING
DGI-154,DGI-10-P05,iSAFE-DGM-10,CONTROL,5,a7b667e2bf0a686d67f78dd8fd0fa847c4739e66180fa6d9ea0df9205ee6c02f,SOURCE_FOUND,PENDING
DGI-155,DGI-11-A01,iSAFE-DGM-11,REQUIREMENT,1,a504f04974d5e48805adf58530e6f78a0dd6a60eb3054b093985e569469b6f3c,SOURCE_FOUND,PENDING
DGI-156,DGI-11-A02,iSAFE-DGM-11,REQUIREMENT,2,ae0aaa00bd16bf5f7a2e099f1fd55018d8dd1e84bfeb7941dac2b06d10f9fde7,SOURCE_FOUND,PENDING
DGI-157,DGI-11-A03,iSAFE-DGM-11,REQUIREMENT,3,b1eb1d3e3adefe961780dbf53bba23b41c7aa85c26804fe302df02a1e41f18b2,SOURCE_FOUND,PENDING
DGI-158,DGI-11-A04,iSAFE-DGM-11,REQUIREMENT,4,3ab90a404adab1eec3ae756acbafde32d02d7f4da1b0227194a327185cfae86f,SOURCE_FOUND,PENDING
DGI-159,DGI-11-A05,iSAFE-DGM-11,REQUIREMENT,5,0dfc4476910d6733526211a150c9e58086a8a09e753b56f384f7be89c3ddafaa,SOURCE_FOUND,PENDING
DGI-160,DGI-11-A06,iSAFE-DGM-11,REQUIREMENT,6,b10dad90bcf0b30fbc6c6ca22bd8bd29cc3b6d722526b48324e8c0e147b68a08,SOURCE_FOUND,PENDING
DGI-161,DGI-11-A07,iSAFE-DGM-11,REQUIREMENT,7,60e216d925c9ba4d7d35318de78ba721d5adcfe519678c69b480084f0c0a691d,SOURCE_FOUND,PENDING
DGI-162,DGI-11-E01,iSAFE-DGM-11,RISK_SIGNAL,1,3b210c7579c0b894b51a24055266f42adf2e42b5df62bef1d84df91baf305860,SOURCE_FOUND,PENDING
DGI-163,DGI-11-E02,iSAFE-DGM-11,RISK_SIGNAL,2,a1bc0ef7b6484fe4894eccea55e583f8777bff4459876e63b52d319c19b37fec,SOURCE_FOUND,PENDING
DGI-164,DGI-11-E03,iSAFE-DGM-11,RISK_SIGNAL,3,ee1b6d346899d642fc285023641f6fd7ccb4c4cfae9b28e19b2ffa83d5813c9c,SOURCE_FOUND,PENDING
DGI-165,DGI-11-E04,iSAFE-DGM-11,RISK_SIGNAL,4,43e074eeebad9032dbf87bf69a07d3961c91684111d2d32f728f1c4889bc63bc,SOURCE_FOUND,PENDING
DGI-166,DGI-11-E05,iSAFE-DGM-11,RISK_SIGNAL,5,d6d9b0c8e8e78fe0f9c1985ee5b560e21331a2f4b4e59c60ab5c3ce15b2249a6,SOURCE_FOUND,PENDING
DGI-167,DGI-11-E06,iSAFE-DGM-11,RISK_SIGNAL,6,4c34db3181bf78a4cd16b27cd0a3828780eb01c2185e27b17a7bf6ceb231899e,SOURCE_FOUND,PENDING
DGI-168,DGI-11-E07,iSAFE-DGM-11,RISK_SIGNAL,7,6ce5dd0338f25457620c1cfa7f66d0247fba8588be00ff9600dca8369e3f3fd5,SOURCE_FOUND,PENDING
DGI-169,DGI-11-P01,iSAFE-DGM-11,CONTROL,1,4c5300d06baebafaa78a0b095a04d1369bf5dd8b57383eb6cdaa295f6e388837,SOURCE_FOUND,PENDING
DGI-170,DGI-11-P02,iSAFE-DGM-11,CONTROL,2,68ebb872d855055ab3ebb928313656640583e76cf77f94e50bc98e2cb6680a10,SOURCE_FOUND,PENDING
DGI-171,DGI-11-P03,iSAFE-DGM-11,CONTROL,3,571fbc16d98f1d7a48202f702ec9aac90b18e6bed4483481523dfd7f0a4069a7,SOURCE_FOUND,PENDING
DGI-172,DGI-11-P04,iSAFE-DGM-11,CONTROL,4,fbce1b5182c0b9dfb11d2fb5d9bb8eff4eec2d8a30e2b702d88c1625ed780781,SOURCE_FOUND,PENDING
DGI-173,DGI-11-P05,iSAFE-DGM-11,CONTROL,5,5544cabc51f08162f1008ffdb81e05e83c2992189488884f8520fe2ed1edf722,SOURCE_FOUND,PENDING
DGI-174,DGI-11-P06,iSAFE-DGM-11,CONTROL,6,fc8502b568e4c25dc345f1e4320b1ff38f82d0cf56c06fa57124a06db3712f33,SOURCE_FOUND,PENDING
DGI-175,DGI-11-P07,iSAFE-DGM-11,CONTROL,7,0a6fa39de75abd92117fcae027011d175c841e6661ffc1ad47b85321139ddc79,SOURCE_FOUND,PENDING
DGI-176,DGI-12-A01,iSAFE-DGM-12,REQUIREMENT,1,7d00a5f6f028624e4ad2160f84455afec3de60db046caedea0b65d9c72fe21e2,SOURCE_FOUND,PENDING
DGI-177,DGI-12-A02,iSAFE-DGM-12,REQUIREMENT,2,be122f63e4d0418f3fe03214b68b81d1cec59f8f5b81792f6271eb67c7b6f531,SOURCE_FOUND,PENDING
DGI-178,DGI-12-A03,iSAFE-DGM-12,REQUIREMENT,3,53642d0663cb6c22d672b722b8527306ee49c38c7451b7ed8a40c9bf088d0134,SOURCE_FOUND,PENDING
DGI-179,DGI-12-A04,iSAFE-DGM-12,REQUIREMENT,4,edcac4a394d9a7e5bb2f02ba7988230e47c273ce50fcffc56649e0966aecab6f,SOURCE_FOUND,PENDING
DGI-180,DGI-12-A05,iSAFE-DGM-12,REQUIREMENT,5,40e74ceb2af22abc14591b065aa42745e95b5bd2c631e8b2249ddc28b89fae14,SOURCE_FOUND,PENDING
DGI-181,DGI-12-A06,iSAFE-DGM-12,REQUIREMENT,6,e777a0565bd4e59c1a56a6da5a2b406d5cd301f3d595c9c468679edfcfc83bf6,SOURCE_FOUND,PENDING
DGI-182,DGI-12-A07,iSAFE-DGM-12,REQUIREMENT,7,5e0f55486b311880a59a4e0e92bca071252d2b7bccad0e3882cd20842fd37311,SOURCE_FOUND,PENDING
DGI-183,DGI-12-A08,iSAFE-DGM-12,REQUIREMENT,8,af19c1342aa7715fb7048f79d65267bc9a5a4541d860017bd9b461260ad52bee,SOURCE_FOUND,PENDING
DGI-184,DGI-12-E01,iSAFE-DGM-12,RISK_SIGNAL,1,d3c6f96712e093fdb12264f8d104fcd40180a11335a564b68cf74d9c1151bca6,SOURCE_FOUND,PENDING
DGI-185,DGI-12-E02,iSAFE-DGM-12,RISK_SIGNAL,2,8fe5396c1968d76a4009388d8107ee458f4e437b15adfa9d5fe502aa7816ef78,SOURCE_FOUND,PENDING
DGI-186,DGI-12-E03,iSAFE-DGM-12,RISK_SIGNAL,3,f6df9ddcf1a51b9e67f6505255c5a55ef9cbb5d709769c4b5bffeace98b2e8aa,SOURCE_FOUND,PENDING
DGI-187,DGI-12-E04,iSAFE-DGM-12,RISK_SIGNAL,4,e7c34fe1d15f8dfdc949eadf1bce630ff8bc70630d298b8809d2b357910a7d66,SOURCE_FOUND,PENDING
DGI-188,DGI-12-E05,iSAFE-DGM-12,RISK_SIGNAL,5,bb4695a620db97970f28bd46def19c0f4aa87ead21874f58f34c6d66aed70df3,SOURCE_FOUND,PENDING
DGI-189,DGI-12-E06,iSAFE-DGM-12,RISK_SIGNAL,6,1385ff54bd0039db6dd189f97d47a567e9ae3d4b1cad21b6b82c6c739d296f57,SOURCE_FOUND,PENDING
DGI-190,DGI-12-E07,iSAFE-DGM-12,RISK_SIGNAL,7,1d65c6c624a37b10ee6ade96a525b9032dba0bb62346bb00deeea21559bada59,SOURCE_FOUND,PENDING
DGI-191,DGI-12-P01,iSAFE-DGM-12,CONTROL,1,3cf5ec5b375e26acb229b867395c87360b0c22a5f77f01c4f54bfd3b351549c1,SOURCE_FOUND,PENDING
DGI-192,DGI-12-P02,iSAFE-DGM-12,CONTROL,2,609f73b3c40ab77527c24793f7b4b3ae4503320fae2d9ccc78e4cd01120b8c54,SOURCE_FOUND,PENDING
DGI-193,DGI-12-P03,iSAFE-DGM-12,CONTROL,3,ebc284c508e8de07b3edc510d2ad6a829b4cd090d5385589569a5dd916c72f32,SOURCE_FOUND,PENDING
DGI-194,DGI-12-P04,iSAFE-DGM-12,CONTROL,4,474e96494331af5accae5defa3fb0ef06d17468d0483427f4459c857bc71f69d,SOURCE_FOUND,PENDING
DGI-195,DGI-12-P05,iSAFE-DGM-12,CONTROL,5,96f5defc455861556292fc3a0ed88088cf5abe7533836a0d698e97b6dc0be534,SOURCE_FOUND,PENDING
DGI-196,DGI-12-P06,iSAFE-DGM-12,CONTROL,6,1194b301a9170468c744f8a849a72dfaf5c08cf7fad0c9df37946f0cbaf667e7,SOURCE_FOUND,PENDING
DGI-197,DGI-12-P07,iSAFE-DGM-12,CONTROL,7,ac79e10e533a55973a64acc10cdb48f19b17542394f9915ab86fbdee88ef3894,SOURCE_FOUND,PENDING
DGI-198,DGI-12-P08,iSAFE-DGM-12,CONTROL,8,62aded499c2ae299d932e5195fe1415e124028fcda0958550e927852671fd99c,SOURCE_FOUND,PENDING
DGI-199,DGI-13-A01,iSAFE-DGM-13,REQUIREMENT,1,4173e4fcf61643cacc1f57a40b45472387374580ed0e696f054fa9b6eee5ab45,SOURCE_FOUND,PENDING
DGI-200,DGI-13-A02,iSAFE-DGM-13,REQUIREMENT,2,4f0cc93c201ef1e2024df10148cf1692798f09e4de9a67ea77812476c86b6252,SOURCE_FOUND,PENDING
DGI-201,DGI-13-A03,iSAFE-DGM-13,REQUIREMENT,3,eb9d2209c08d3a4c294d8c22aa26dff4c77b882bd30cbd254135b2c2ffbc63df,SOURCE_FOUND,PENDING
DGI-202,DGI-13-A04,iSAFE-DGM-13,REQUIREMENT,4,c017857a7e8bf163f504a1a2994475c0cc00a9bb562efacbf6c152746502cc0a,SOURCE_FOUND,PENDING
DGI-203,DGI-13-A05,iSAFE-DGM-13,REQUIREMENT,5,5eee8a20cd32d399858dcd35533f4eeda5435be9527d20d60e1ede67cc2eeb8f,SOURCE_FOUND,PENDING
DGI-204,DGI-13-A06,iSAFE-DGM-13,REQUIREMENT,6,ca4d509d2edc363816d3454f4c37196d4135d06eadefcf4061e03095542f4f65,SOURCE_FOUND,PENDING
DGI-205,DGI-13-A07,iSAFE-DGM-13,REQUIREMENT,7,99316fbbc80e61e578f8e016108ef0e6e503f8dfeab27d14002bf1219f4160e6,SOURCE_FOUND,PENDING
DGI-206,DGI-13-E01,iSAFE-DGM-13,RISK_SIGNAL,1,d99f77baca05a932fc697ca861f8bedcbf093bd5ba5d5e1b68f8a6ca23bf0839,SOURCE_FOUND,PENDING
DGI-207,DGI-13-E02,iSAFE-DGM-13,RISK_SIGNAL,2,75c35e8992b2df78b8de9b8aceafdf3b4da65bbc3db237108e76ee2776632863,SOURCE_FOUND,PENDING
DGI-208,DGI-13-E03,iSAFE-DGM-13,RISK_SIGNAL,3,eba98e38514adf2752ef549907fbe4d17752ba430eb8e48799ca047ac5391e5c,SOURCE_FOUND,PENDING
DGI-209,DGI-13-E04,iSAFE-DGM-13,RISK_SIGNAL,4,c37658f57d31b9955f2a47473cfe5ecd67dd5b4234037dad6b119071316380d5,SOURCE_FOUND,PENDING
DGI-210,DGI-13-E05,iSAFE-DGM-13,RISK_SIGNAL,5,6ee0a8ffcde6c53f6b974e3d2b6dd2d15c957975fbe38a7cd2b266bce1eaecd2,SOURCE_FOUND,PENDING
DGI-211,DGI-13-P01,iSAFE-DGM-13,CONTROL,1,1325c4fcee696dab023bf96836c80f051a6288b44d629a0ee30dc19a8e2b17fb,SOURCE_FOUND,PENDING
DGI-212,DGI-13-P02,iSAFE-DGM-13,CONTROL,2,b4fc3c3717b167f91273a7fc156f6493bc9042ff528c5a8b2446cdeaa61fb7f5,SOURCE_FOUND,PENDING
DGI-213,DGI-13-P03,iSAFE-DGM-13,CONTROL,3,0de343f47d2124f9a6a8d7fb254ab8a45ac0ebe20fe4798cbd43d00d2c4a25c2,SOURCE_FOUND,PENDING
DGI-214,DGI-13-P04,iSAFE-DGM-13,CONTROL,4,7d7671b0d38cdc17233abc500ff3c7904c5bc4402210c796190e81c75d9c4b40,SOURCE_FOUND,PENDING
DGI-215,DGI-13-P05,iSAFE-DGM-13,CONTROL,5,0f8601c6b229a339a7fb854ef2315213af8414bbb2ccc15691d3ca27500f80d4,SOURCE_FOUND,PENDING
DGI-216,DGI-14-A01,iSAFE-DGM-14,REQUIREMENT,1,2aa3d2fdbd7869e01bacd77dfcddee7aea701ec5210bdc1890030db5a82e761e,SOURCE_FOUND,PENDING
DGI-217,DGI-14-A02,iSAFE-DGM-14,REQUIREMENT,2,ca229ffe0ca7bc0810eb68d6ccd9ed489ef71c0188bd625fa87f2ade27ddad27,SOURCE_FOUND,PENDING
DGI-218,DGI-14-A03,iSAFE-DGM-14,REQUIREMENT,3,5f1e0683c98a237b13a3af532dbf8141ac826227ae06050676a72eb1beea4a73,SOURCE_FOUND,PENDING
DGI-219,DGI-14-A04,iSAFE-DGM-14,REQUIREMENT,4,82b7c0515be5bcc63ae5a9619e2b35a37a46d7c691000a550f95abb45963f57f,SOURCE_FOUND,PENDING
DGI-220,DGI-14-A05,iSAFE-DGM-14,REQUIREMENT,5,ac8fa3b00772e8540f3dacf038263d5647dc93a528b74cf34960cb9113ead7cf,SOURCE_FOUND,PENDING
DGI-221,DGI-14-A06,iSAFE-DGM-14,REQUIREMENT,6,65b391b0f76544791318e970b6402baae37f95ef6ccaee9a24146534bc28a77b,SOURCE_FOUND,PENDING
DGI-222,DGI-14-A07,iSAFE-DGM-14,REQUIREMENT,7,e2353958b689619ea02dd24c948f0d7268c4bc81ffdc6c524bdddb29af5976e8,SOURCE_FOUND,PENDING
DGI-223,DGI-14-E01,iSAFE-DGM-14,RISK_SIGNAL,1,c051d4173205d3e22c1589fb010f89cc3de04f7ebcca90dd03da9c8bbd127812,SOURCE_FOUND,PENDING
DGI-224,DGI-14-E02,iSAFE-DGM-14,RISK_SIGNAL,2,7af329b4b881a715841380009cff3fc96f230373e57fe98d77e14ebe22e9e930,SOURCE_FOUND,PENDING
DGI-225,DGI-14-E03,iSAFE-DGM-14,RISK_SIGNAL,3,be96d86d76311255628ceceab0ccbc7a594d7503420a63f9ed953288038b64c5,SOURCE_FOUND,PENDING
DGI-226,DGI-14-E04,iSAFE-DGM-14,RISK_SIGNAL,4,524022b75685ef2520b3ff618ee3affa0f5f47d25249ffdb6904374ad33ffb7e,SOURCE_FOUND,PENDING
DGI-227,DGI-14-E05,iSAFE-DGM-14,RISK_SIGNAL,5,bfee3f83d020574fa9d484098e8643188e910431eb28bb6a3200f1fa2f8a6d0c,SOURCE_FOUND,PENDING
DGI-228,DGI-14-P01,iSAFE-DGM-14,CONTROL,1,fdf747cd334e972a170eff7fd38cfebecc8534f4a87e3fb3ffd0cb6d85ec6b43,SOURCE_FOUND,PENDING
DGI-229,DGI-14-P02,iSAFE-DGM-14,CONTROL,2,ee9fd96e47d74e0cb8459cd28ae3b2e9201c5dce466e81703dda8678be215110,SOURCE_FOUND,PENDING
DGI-230,DGI-14-P03,iSAFE-DGM-14,CONTROL,3,2dd84e9a2a4e8faa766c7cd55ca3f0584719f6c1aeff07af314ca3977e25109d,SOURCE_FOUND,PENDING
DGI-231,DGI-14-P04,iSAFE-DGM-14,CONTROL,4,4da611d357925352e91895820261fbb199be55cf457a2fc59c532f6526614ed6,SOURCE_FOUND,PENDING
DGI-232,DGI-14-P05,iSAFE-DGM-14,CONTROL,5,51521595ec2bde8e4f9ffc1a121cf71293ea25413a1b914273c99434a0a9f638,SOURCE_FOUND,PENDING
DGI-233,DGI-15-A01,iSAFE-DGM-15,REQUIREMENT,1,1170b9a13d8d4244ae108be127511294910979a034b76383615f22177d6ad27d,SOURCE_FOUND,PENDING
DGI-234,DGI-15-A02,iSAFE-DGM-15,REQUIREMENT,2,6a5fa68ff2de958c9f6058952304ec0a066a71ded5de33f0b0863e79cc1c9d0f,SOURCE_FOUND,PENDING
DGI-235,DGI-15-A03,iSAFE-DGM-15,REQUIREMENT,3,e190537944320a639880b4ab1e381a4d651eaad9eac1fea013c14bf7bcdcbf6e,SOURCE_FOUND,PENDING
DGI-236,DGI-15-A04,iSAFE-DGM-15,REQUIREMENT,4,5906d03ce099892766481c5b22955a3e9d01ef7695f1e28d920c7c7a977454e6,SOURCE_FOUND,PENDING
DGI-237,DGI-15-A05,iSAFE-DGM-15,REQUIREMENT,5,2cb20d995d46ea38a87481031b9a981d5dbdbf5d8804ab8692939a1dd4f8f8f0,SOURCE_FOUND,PENDING
DGI-238,DGI-15-A06,iSAFE-DGM-15,REQUIREMENT,6,bdacb3bc904409c0213e53077ffd52b3ccfe02dafb53a04af50a5fd9b1922fda,SOURCE_FOUND,PENDING
DGI-239,DGI-15-A07,iSAFE-DGM-15,REQUIREMENT,7,2c7a9a6798fcf7d76229b8dd99f26957b6b35a677c078d9a1d2adad1f8f2b211,SOURCE_FOUND,PENDING
DGI-240,DGI-15-E01,iSAFE-DGM-15,RISK_SIGNAL,1,609c49a859bea2dac2fcb4869688afd2849e03a749b07d65d48195302b4c1b8f,SOURCE_FOUND,PENDING
DGI-241,DGI-15-E02,iSAFE-DGM-15,RISK_SIGNAL,2,7682ca645cf723e8dacfef5a534156fddc34408434769ff0ff53fbf7f6f6405c,SOURCE_FOUND,PENDING
DGI-242,DGI-15-E03,iSAFE-DGM-15,RISK_SIGNAL,3,f7cf9783c4bb193832aff686343d2545fe88431a48dc7ec428e3719c50c40598,SOURCE_FOUND,PENDING
DGI-243,DGI-15-E04,iSAFE-DGM-15,RISK_SIGNAL,4,132bc619181dd62aac8e114b23e9b197cd502a46512a8364346f8bd5f85e8e06,SOURCE_FOUND,PENDING
DGI-244,DGI-15-E05,iSAFE-DGM-15,RISK_SIGNAL,5,c5ec2c1dab15abab751d38a6786a03d2cff30d084f36c11b382a56e90455ab6b,SOURCE_FOUND,PENDING
DGI-245,DGI-15-E06,iSAFE-DGM-15,RISK_SIGNAL,6,94f505e74c22f00bc2f4a3a80e4db0c3a7393b5e1779f4064b006efda34e1bae,SOURCE_FOUND,PENDING
DGI-246,DGI-15-P01,iSAFE-DGM-15,CONTROL,1,d6433a6d487bf9bec673a2756c6dcc7a24d12927c1c38eec1e27d3210d00b274,SOURCE_FOUND,PENDING
DGI-247,DGI-15-P02,iSAFE-DGM-15,CONTROL,2,4aa8391125984b6270a95c678d9746b099f50380739fae780e6c8f4786a6ccdd,SOURCE_FOUND,PENDING
DGI-248,DGI-15-P03,iSAFE-DGM-15,CONTROL,3,5ad73486738f3f29e92ecde0e21f8a0c02e50155eb0e43ce0b898417c9aad7c4,SOURCE_FOUND,PENDING
DGI-249,DGI-15-P04,iSAFE-DGM-15,CONTROL,4,83a64f9dd4d687354a3336c7bd41a5895149b8457a5af04523a75b8d07fe7339,SOURCE_FOUND,PENDING
DGI-250,DGI-15-P05,iSAFE-DGM-15,CONTROL,5,4dc7a736b3120d7f278a707459df1f5ad63f8bf359c41693ceb73fd294e43b57,SOURCE_FOUND,PENDING
DGI-251,DGI-15-P06,iSAFE-DGM-15,CONTROL,6,14606420d073e565e3221f230ad93fcced88caeb7c1cdce90b2985866cb6c1d9,SOURCE_FOUND,PENDING
DGI-252,DGI-16-A01,iSAFE-DGM-16,REQUIREMENT,1,b2e4ea76b4f61c64d8f871db35270329f543ad38655eaf873eb25e3f7447347d,SOURCE_FOUND,PENDING
DGI-253,DGI-16-A02,iSAFE-DGM-16,REQUIREMENT,2,71f180fde06ba7e32236134f7ea24596278e542ff95b6a6ff576c6ff939d30f2,SOURCE_FOUND,PENDING
DGI-254,DGI-16-A03,iSAFE-DGM-16,REQUIREMENT,3,7ba9ff6625e3f5d1c2931ef4d1665286c1f5f3581021df78783d44b343afa787,SOURCE_FOUND,PENDING
DGI-255,DGI-16-A04,iSAFE-DGM-16,REQUIREMENT,4,2b0ab8f6150af22ff3adfbbf184c6ffdbbbffa5f6b398a82dcc6d8fd4de5a920,SOURCE_FOUND,PENDING
DGI-256,DGI-16-A05,iSAFE-DGM-16,REQUIREMENT,5,fed773d475cba713270bb2152d39688a850b73014b82e24a116e3650cae6c7f4,SOURCE_FOUND,PENDING
DGI-257,DGI-16-A06,iSAFE-DGM-16,REQUIREMENT,6,f9b45da65cd136118f06a065c01cb5c46767482d0f4c2e9352710854490afe06,SOURCE_FOUND,PENDING
DGI-258,DGI-16-A07,iSAFE-DGM-16,REQUIREMENT,7,ea9be06b24da54f5496af6004510e1d480e2985ede7130fafad906198f06fdaf,SOURCE_FOUND,PENDING
DGI-259,DGI-16-E01,iSAFE-DGM-16,RISK_SIGNAL,1,b79637f913ccb30a8612059a43b575dc945a291e1639b7f842f373d252815d54,SOURCE_FOUND,PENDING
DGI-260,DGI-16-E02,iSAFE-DGM-16,RISK_SIGNAL,2,c5dd0d285a8c3c3ca763f0f05e2ce67711d7b7022d777089df635d759bb72cf3,SOURCE_FOUND,PENDING
DGI-261,DGI-16-E03,iSAFE-DGM-16,RISK_SIGNAL,3,06d4e4f86c3fe3bcbb53571bb0709c990feb841444153cc208aaabbee701ae7a,SOURCE_FOUND,PENDING
DGI-262,DGI-16-E04,iSAFE-DGM-16,RISK_SIGNAL,4,c634cabfbd66f2c6a3929dea6cb234c4a33410f568ac0a670e67f4f76b716c9b,SOURCE_FOUND,PENDING
DGI-263,DGI-16-E05,iSAFE-DGM-16,RISK_SIGNAL,5,06226d65766ebfec9d4417bd3c5903a8769e3e2fe1c72aa4dd951ecfcd7efe33,SOURCE_FOUND,PENDING
DGI-264,DGI-16-E06,iSAFE-DGM-16,RISK_SIGNAL,6,4b0aefc1582a3097c61fbdd702a29cc88131c729e67551dc036a11bd70c9cbc1,SOURCE_FOUND,PENDING
DGI-265,DGI-16-P01,iSAFE-DGM-16,CONTROL,1,46a24b4ec83fb19c997a0863da38073148e20c47bf36b3f7d64f97b9c7965dc5,SOURCE_FOUND,PENDING
DGI-266,DGI-16-P02,iSAFE-DGM-16,CONTROL,2,710838b9780d0035338eb727b6641cbd7742f14e13c87a5be172e5289a504c57,SOURCE_FOUND,PENDING
DGI-267,DGI-16-P03,iSAFE-DGM-16,CONTROL,3,8482d147ab811c5c5c83e1cb85cfe68daf31c63083c716b02e8d3e9fdd1d4ffd,SOURCE_FOUND,PENDING
DGI-268,DGI-16-P04,iSAFE-DGM-16,CONTROL,4,f6d0c7fbb129f0c402e7a193b15c06eee0f1e82e7a81b64df63b810052d58144,SOURCE_FOUND,PENDING
DGI-269,DGI-16-P05,iSAFE-DGM-16,CONTROL,5,0821fac5b2401286242a38b37bc63e46cc2f737e6c772817681d620e0a183026,SOURCE_FOUND,PENDING
DGI-270,DGI-16-P06,iSAFE-DGM-16,CONTROL,6,8fbf7d5b4deb5c12df75d1550d92723d405b365180e02769466eeda3a05c2ac7,SOURCE_FOUND,PENDING
DGI-271,DGI-17-A01,iSAFE-DGM-17,REQUIREMENT,1,1431e20a762983cc8632d3b6382d377f01b01a057270d84716544793afa56d85,SOURCE_FOUND,PENDING
DGI-272,DGI-17-A02,iSAFE-DGM-17,REQUIREMENT,2,06e184ade0f6459113fd7e231797a10b3ba82e1290e13557e1ac727b7f534a4d,SOURCE_FOUND,PENDING
DGI-273,DGI-17-A03,iSAFE-DGM-17,REQUIREMENT,3,c8aba7440fd7650592cb0c499b2a24d5a2e59c762f30f359fda9614565a0d507,SOURCE_FOUND,PENDING
DGI-274,DGI-17-A04,iSAFE-DGM-17,REQUIREMENT,4,ed0d654ac8fe28eb6f6ff3b488c1ec23b13ef9c4722e84d118c782f7669430c0,SOURCE_FOUND,PENDING
DGI-275,DGI-17-A05,iSAFE-DGM-17,REQUIREMENT,5,d55bc4ac260c591e547e9243be841844ea28921b5aa6a077340eb941cd300a37,SOURCE_FOUND,PENDING
DGI-276,DGI-17-A06,iSAFE-DGM-17,REQUIREMENT,6,73d4c00891e73b38570143f31a28b61b7314f89d8a2cddb645878d055ad287ce,SOURCE_FOUND,PENDING
DGI-277,DGI-17-A07,iSAFE-DGM-17,REQUIREMENT,7,7a23e712c1af1a688269cc20de22d77453991fc4e88b146183ed6f199364a465,SOURCE_FOUND,PENDING
DGI-278,DGI-17-A08,iSAFE-DGM-17,REQUIREMENT,8,20935e3855469bb719cdd4e2a79df95e7a704dac11ec368183caba84e181e878,SOURCE_FOUND,PENDING
DGI-279,DGI-17-E01,iSAFE-DGM-17,RISK_SIGNAL,1,f86cbb1c8340dd03c7a9aaf6b63e8688de247038f4c70ecc70baafa17d06df85,SOURCE_FOUND,PENDING
DGI-280,DGI-17-E02,iSAFE-DGM-17,RISK_SIGNAL,2,776850630cf392de6c8641b85031b02584b8176c2eab1ab4c79086ebca3fbf71,SOURCE_FOUND,PENDING
DGI-281,DGI-17-E03,iSAFE-DGM-17,RISK_SIGNAL,3,00d12de3cf09b94a0f1fa54db1ce668f57cf77a6eeecb30c6cedecdde0a25c67,SOURCE_FOUND,PENDING
DGI-282,DGI-17-E04,iSAFE-DGM-17,RISK_SIGNAL,4,97a97c30df827dfc8e04f72e7323b8d7832e91c94b399adc132f42dd12c6c4f8,SOURCE_FOUND,PENDING
DGI-283,DGI-17-E05,iSAFE-DGM-17,RISK_SIGNAL,5,bf150c8641ed81ac11000ec2d1bfd7356cabd1bc54d0adee882adf32baf2ef7a,SOURCE_FOUND,PENDING
DGI-284,DGI-17-E06,iSAFE-DGM-17,RISK_SIGNAL,6,279ace1aff2affd032bef8aedc4f5fd575b20cef79ba579bbb5d1441a5a7f7e5,SOURCE_FOUND,PENDING
DGI-285,DGI-17-P01,iSAFE-DGM-17,CONTROL,1,c81e5fedfe975e36237088fc027d27a8ca3aee6ea45528db792fba5850fc256c,SOURCE_FOUND,PENDING
DGI-286,DGI-17-P02,iSAFE-DGM-17,CONTROL,2,989f8b8120458dfee1c97e6b5c43d9786410c192a731b841688543b066ea3b73,SOURCE_FOUND,PENDING
